Pcode,Locality,State,Price_Tier
6225,COLLIE,WA,Tier 2
6225,COLLIE BURN,WA,Tier 2
6225,HARRIS RIVER,WA,Tier 2
6225,LYALLS MILL,WA,Tier 2
6225,MCALINDEN,WA,Tier 2
6225,MUJA,WA,Tier 2
6225,MUMBALLUP,WA,Tier 2
6225,MUNGALUP,WA,Tier 2
6225,NOGGERUP,WA,Tier 2
6225,PALMER,WA,Tier 2
6225,PRESTON SETTLEMENT,WA,Tier 2
6225,SHOTTS,WA,Tier 2
6225,WORSLEY,WA,Tier 2
6225,YOURDAMUNG LAKE,WA,Tier 2
6226,ROELANDS,WA,Tier 2
6227,BUREKUP,WA,Tier 2
6228,WATERLOO,WA,Tier 2
6229,PICTON,WA,Tier 2
6229,PICTON EAST,WA,Tier 2
6330,ALBANY,WA,Tier 3
6330,BAYONET HEAD,WA,Tier 3
6330,BIG GROVE,WA,Tier 3
6330,BORNHOLM,WA,Tier 3
6330,CENTENNIAL PARK,WA,Tier 3
6330,COLLINGWOOD HEIGHTS,WA,Tier 3
6330,COLLINGWOOD PARK,WA,Tier 3
6330,CUTHBERT,WA,Tier 3
6330,DROME,WA,Tier 3
6330,ELLEKER,WA,Tier 3
6330,EMU POINT,WA,Tier 3
6330,FRENCHMAN BAY,WA,Tier 3
6330,GLEDHOW,WA,Tier 3
6330,GOODE BEACH,WA,Tier 3
6330,GREEN VALLEY,WA,Tier 3
6330,KALGAN,WA,Tier 3
6330,KING RIVER,WA,Tier 3
6330,KRONKUP,WA,Tier 3
6330,LANGE,WA,Tier 3
6330,LITTLE GROVE,WA,Tier 3
6330,LOCKYER,WA,Tier 3
6330,LOWER KING,WA,Tier 3
6330,LOWLANDS,WA,Tier 3
6330,MARBELUP,WA,Tier 3
6330,MCKAIL,WA,Tier 3
6330,MIDDLETON BEACH,WA,Tier 3
6330,MILLBROOK,WA,Tier 3
6330,MILPARA,WA,Tier 3
6330,MIRA MAR,WA,Tier 3
6330,MOUNT CLARENCE,WA,Tier 3
6330,MOUNT ELPHINSTONE,WA,Tier 3
6330,MOUNT MELVILLE,WA,Tier 3
6330,NANARUP,WA,Tier 3
6330,NAPIER,WA,Tier 3
6330,NULLAKI,WA,Tier 3
6330,ORANA,WA,Tier 3
6330,PORT ALBANY,WA,Tier 3
6330,ROBINSON,WA,Tier 3
6330,SANDPATCH,WA,Tier 3
6330,SEPPINGS,WA,Tier 3
6330,SPENCER PARK,WA,Tier 3
6330,TORBAY,WA,Tier 3
6330,TORNDIRRUP,WA,Tier 3
6330,VANCOUVER PENINSULA,WA,Tier 3
6330,WALMSLEY,WA,Tier 3
6330,WARRENUP,WA,Tier 3
6330,WEST CAPE HOWE,WA,Tier 3
6330,WILLYUNG,WA,Tier 3
6330,YAKAMIA,WA,Tier 3
6330,YOUNGS SIDING,WA,Tier 3
6331,ALBANY DC,WA,Tier 3
6332,ALBANY PO,WA,Tier 3
6333,BOW BRIDGE,WA,Tier 3
6333,DENMARK,WA,Tier 3
6333,HAY,WA,Tier 3
6333,HAZELVALE,WA,Tier 3
6333,KENTDALE,WA,Tier 3
6333,KORDABUP,WA,Tier 3
6333,MOUNT LINDESAY,WA,Tier 3
6333,MOUNT ROMANCE,WA,Tier 3
6333,NORNALUP,WA,Tier 3
6333,OCEAN BEACH,WA,Tier 3
6333,PARRYVILLE,WA,Tier 3
6333,PEACEFUL BAY,WA,Tier 3
6333,SCOTSDALE,WA,Tier 3
6333,SHADFORTH,WA,Tier 3
6333,TINGLEDALE,WA,Tier 3
6333,TRENT,WA,Tier 3
6333,WILLIAM BAY,WA,Tier 3
6335,GNOWANGERUP,WA,Tier 3
6335,JACKITUP,WA,Tier 3
6335,KEBARINGUP,WA,Tier 3
6335,PALLINUP,WA,Tier 3
6336,COWALELLUP,WA,Tier 3
6336,MILLS LAKE,WA,Tier 3
6336,MINDARABIN,WA,Tier 3
6336,NEEDILUP,WA,Tier 3
6336,ONGERUP,WA,Tier 3
6336,TOOMPUP,WA,Tier 3
6337,FITZGERALD,WA,Tier 3
6337,GAIRDNER,WA,Tier 3
6337,JACUP,WA,Tier 3
6337,JERRAMUNGUP,WA,Tier 3
6337,WEST FITZGERALD,WA,Tier 3
6338,AMELUP,WA,Tier 3
6338,BORDEN,WA,Tier 3
6338,BOXWOOD HILL,WA,Tier 3
6338,BREMER BAY,WA,Tier 3
6338,MAGITUP,WA,Tier 3
6338,MONJEBUP,WA,Tier 3
6338,NALYERLUP,WA,Tier 3
6338,NORTH STIRLINGS,WA,Tier 3
6338,STIRLING RANGE NATIONAL PARK,WA,Tier 3
6341,NYABING,WA,Tier 3
6343,PINGRUP,WA,Tier 3
6346,FITZGERALD RIVER NATIONAL PARK,WA,Tier 3
6346,JERDACUTTUP,WA,Tier 3
6346,RAVENSTHORPE,WA,Tier 3
6346,WEST RIVER,WA,Tier 3
6348,HOPETOUN,WA,Tier 3
6350,DUMBLEYUNG,WA,Tier 3
6350,NAIRIBIN,WA,Tier 3
6350,NIPPERING,WA,Tier 3
6351,MOULYINNING,WA,Tier 3
6351,NORTH MOULYINNING,WA,Tier 3
6352,KUKERIN,WA,Tier 3
6352,MERILUP,WA,Tier 3
6352,NORTH KUKERIN,WA,Tier 3
6352,SOUTH KUKERIN,WA,Tier 3
6353,BEENONG,WA,Tier 3
6353,BUNICHE,WA,Tier 3
6353,KUENDER,WA,Tier 3
6353,LAKE GRACE,WA,Tier 3
6353,MALLEE HILL,WA,Tier 3
6353,NEENDALING,WA,Tier 3
6353,NORTH BURNGUP,WA,Tier 3
6353,NORTH LAKE GRACE,WA,Tier 3
6353,SOUTH LAKE GRACE,WA,Tier 3
6353,TARIN ROCK,WA,Tier 3
6355,DUNN ROCK,WA,Tier 3
6355,EAST NEWDEGATE,WA,Tier 3
6355,HOLT ROCK,WA,Tier 3
6355,LAKE BIDDY,WA,Tier 3
6355,LAKE CAMM,WA,Tier 3
6355,MAGENTA,WA,Tier 3
6355,MOUNT SHERIDAN,WA,Tier 3
6355,NEWDEGATE,WA,Tier 3
6355,SOUTH NEWDEGATE,WA,Tier 3
6355,VARLEY,WA,Tier 3
6356,HATTER HILL,WA,Tier 3
6356,LAKE KING,WA,Tier 3
6356,MOUNT MADDEN,WA,Tier 3
6357,PINGARING,WA,Tier 3
6358,KARLGARIN,WA,Tier 3
6359,FORRESTANIA,WA,Tier 3
6359,HYDEN,WA,Tier 3
6359,LITTLE ITALY,WA,Tier 3
6361,HARRISMITH,WA,Tier 3
6361,TINCURRIN,WA,Tier 3
6363,DUDININ,WA,Tier 3
6363,WALYURIN,WA,Tier 3
6365,JILAKIN,WA,Tier 3
6365,JITARNING,WA,Tier 3
6365,KULIN,WA,Tier 3
6365,KULIN WEST,WA,Tier 3
6367,KONDININ,WA,Tier 3
6368,SOUTH KUMMININ,WA,Tier 3
6369,MOUNT WALKER,WA,Tier 3
6369,NAREMBEEN,WA,Tier 3
6369,WADDERIN,WA,Tier 3
6369,WEST HOLLETON,WA,Tier 3
6369,WOOLOCUTTY,WA,Tier 3
6370,EAST WICKEPIN,WA,Tier 3
6370,MALYALLING,WA,Tier 3
6370,WICKEPIN,WA,Tier 3
6370,WOGOLIN,WA,Tier 3
6372,KIRK ROCK,WA,Tier 3
6372,YEALERING,WA,Tier 3
6373,BULLARING,WA,Tier 3
6375,ADAMSVALE,WA,Tier 3
6375,BILBARIN,WA,Tier 3
6375,CORRIGIN,WA,Tier 3
6375,GORGE ROCK,WA,Tier 3
6375,KUNJIN,WA,Tier 3
6375,KURRENKUTTEN,WA,Tier 3
6383,BADJALING,WA,Tier 3
6383,BALKULING,WA,Tier 3
6383,CUBBINE,WA,Tier 3
6383,DANGIN,WA,Tier 3
6383,DOODENANNING,WA,Tier 3
6383,DULBELLING,WA,Tier 3
6383,MOUNT STIRLING,WA,Tier 3
6383,QUAIRADING,WA,Tier 3
6383,SOUTH QUAIRADING,WA,Tier 3
6383,WAMENUSKING,WA,Tier 3
6383,YOTING,WA,Tier 3
6384,PANTAPIN,WA,Tier 3
6385,KWOLYIN,WA,Tier 3
6386,SHACKLETON,WA,Tier 3
6390,BANNISTER,WA,Tier 3
6390,BODDINGTON,WA,Tier 3
6390,CROSSMAN,WA,Tier 3
6390,LOWER HOTHAM,WA,Tier 3
6390,MARRADONG,WA,Tier 3
6390,MOUNT COOKE,WA,Tier 3
6390,MOUNT WELLS,WA,Tier 3
6390,NORTH BANNISTER,WA,Tier 3
6390,RANFORD,WA,Tier 3
6390,UPPER MURRAY,WA,Tier 3
6390,WURAMING,WA,Tier 3
6391,QUINDANNING,WA,Tier 3
6391,WILLIAMS,WA,Tier 3
6392,BOKAL,WA,Tier 3
6392,DARDADINE,WA,Tier 3
6392,DARKAN,WA,Tier 3
6392,MEEKING,WA,Tier 3
6393,DURANILLIN,WA,Tier 3
6393,MOODIARRUP,WA,Tier 3
6394,BEAUFORT RIVER,WA,Tier 3
6394,BOILUP,WA,Tier 3
6394,BOSCABEL,WA,Tier 3
6394,CHANGERUP,WA,Tier 3
6394,MOKUP,WA,Tier 3
6394,MURADUP,WA,Tier 3
6394,ORCHID VALLEY,WA,Tier 3
6394,QUALEUP,WA,Tier 3
6395,CHERRY TREE POOL,WA,Tier 3
6395,JINGALUP,WA,Tier 3
6395,KOJONUP,WA,Tier 3
6395,LUMEAH,WA,Tier 3
6395,MOBRUP,WA,Tier 3
6395,RYANSBROOK,WA,Tier 3
6396,FRANKLAND RIVER,WA,Tier 3
6397,ROCKY GULLY,WA,Tier 3
6398,BROKE,WA,Tier 3
6398,NORTH WALPOLE,WA,Tier 3
6398,WALPOLE,WA,Tier 3
6401,BUCKLAND,WA,Tier 3
6401,BURLONG,WA,Tier 3
6401,CUNJARDINE,WA,Tier 3
6401,IRISHTOWN,WA,Tier 3
6401,JENNACUBBINE,WA,Tier 3
6401,JENNAPULLIN,WA,Tier 3
6401,MALABAINE,WA,Tier 3
6401,MEENAAR,WA,Tier 3
6401,MOKINE,WA,Tier 3
6401,MULUCKINE,WA,Tier 3
6401,MUMBERKINE,WA,Tier 3
6401,MURESK,WA,Tier 3
6401,NORTHAM,WA,Tier 3
6401,ROSSMORE,WA,Tier 3
6401,SOUTHERN BROOK,WA,Tier 3
6401,SPENCERS BROOK,WA,Tier 3
6401,THROSSELL,WA,Tier 3
6401,WONGAMINE,WA,Tier 3
6403,GRASS VALLEY,WA,Tier 3
6405,GREENWOODS VALLEY,WA,Tier 3
6405,MECKERING,WA,Tier 3
6405,QUELAGETTING,WA,Tier 3
6405,WARDING EAST,WA,Tier 3
6407,CUNDERDIN,WA,Tier 3
6407,WAEEL,WA,Tier 3
6407,WATERCARRIN,WA,Tier 3
6407,WYOLA WEST,WA,Tier 3
6407,YOUNDEGIN,WA,Tier 3
6409,NORTH TAMMIN,WA,Tier 3
6409,SOUTH TAMMIN,WA,Tier 3
6409,TAMMIN,WA,Tier 3
6410,DAADENNING CREEK,WA,Tier 3
6410,KELLERBERRIN,WA,Tier 3
6410,MOUNT CAROLINE,WA,Tier 3
6410,NORTH KELLERBERRIN,WA,Tier 3
6411,DOODLAKINE,WA,Tier 3
6411,SOUTH DOODLAKINE,WA,Tier 3
6412,BAANDEE,WA,Tier 3
6412,NORTH BAANDEE,WA,Tier 3
6413,HINES HILL,WA,Tier 3
6414,NANGEENAN,WA,Tier 3
6415,GOOMARIN,WA,Tier 3
6415,KORBEL,WA,Tier 3
6415,MERREDIN,WA,Tier 3
6415,NOKANING,WA,Tier 3
6415,NORPA,WA,Tier 3
6415,TANDEGIN,WA,Tier 3
6418,BRUCE ROCK,WA,Tier 3
6419,ARDATH,WA,Tier 3
6420,CRAMPHORNE,WA,Tier 3
6420,MUNTADGIN,WA,Tier 3
6421,BURRACOPPIN,WA,Tier 3
6421,SOUTH BURRACOPPIN,WA,Tier 3
6421,WARRALAKIN,WA,Tier 3
6422,WALGOOLAN,WA,Tier 3
6423,BOODAROCKIN,WA,Tier 3
6423,CARRABIN,WA,Tier 3
6423,WARRACHUPPIN,WA,Tier 3
6423,WESTONIA,WA,Tier 3
6424,BODALLIN,WA,Tier 3
6424,NORTH BODALLIN,WA,Tier 3
6424,SOUTH BODALLIN,WA,Tier 3
6425,DULYALBIN,WA,Tier 3
6425,MOORINE ROCK,WA,Tier 3
6426,CORINTHIA,WA,Tier 3
6426,GHOOLI,WA,Tier 3
6426,HOLLETON,WA,Tier 3
6426,MARVEL LOCH,WA,Tier 3
6426,MOUNT HAMPTON,WA,Tier 3
6426,MOUNT HOLLAND,WA,Tier 3
6426,MOUNT JACKSON,WA,Tier 3
6426,MOUNT PALMER,WA,Tier 3
6426,PARKER RANGE,WA,Tier 3
6426,SKELETON ROCK,WA,Tier 3
6426,SOUTH YILGARN,WA,Tier 3
6426,SOUTHERN CROSS,WA,Tier 3
6426,TURKEY HILL,WA,Tier 3
6426,YELLOWDINE,WA,Tier 3
6427,KOOLYANOBBING,WA,Tier 3
6428,BABAKIN,WA,Tier 3
6429,BOORABBIN,WA,Tier 3
6429,BULLABULLING,WA,Tier 3
6429,COOLGARDIE,WA,Tier 3
6429,KARRAMINDIE,WA,Tier 3
6429,LONDONDERRY,WA,Tier 3
6429,MOUNT BURGES,WA,Tier 3
6429,VICTORIA ROCK,WA,Tier 3
6429,WALLAROO,WA,Tier 3
6430,BINDULI,WA,Tier 3
6430,BROADWOOD,WA,Tier 3
6430,HANNANS,WA,Tier 3
6430,KALGOORLIE,WA,Tier 3
6430,KARLKURLA,WA,Tier 3
6430,LAMINGTON,WA,Tier 3
6430,MULLINGAR,WA,Tier 3
6430,PICCADILLY,WA,Tier 3
6430,SOMERVILLE,WA,Tier 3
6430,SOUTH KALGOORLIE,WA,Tier 3
6430,WEST KALGOORLIE,WA,Tier 3
6430,WEST LAMINGTON,WA,Tier 3
6430,WILLIAMSTOWN,WA,Tier 3
6430,YILKARI,WA,Tier 3
6431,BOORARA,WA,Tier 3
6431,BROWN HILL,WA,Tier 3
6431,BULONG,WA,Tier 3
6431,EMU FLAT,WA,Tier 3
6431,FEYSVILLE,WA,Tier 3
6431,KANOWNA,WA,Tier 3
6431,KOOKYNIE,WA,Tier 3
6431,KURNALPI,WA,Tier 3
6431,LAKEWOOD,WA,Tier 3
6431,ORA BANDA,WA,Tier 3
6431,PLUMRIDGE LAKES,WA,Tier 3
6431,TRAFALGAR,WA,Tier 3
6431,WARBURTON,WA,Tier 3
6432,BOULDER,WA,Tier 3
6432,FIMISTON,WA,Tier 3
6432,SOUTH BOULDER,WA,Tier 3
6432,VICTORY HEIGHTS,WA,Tier 3
6433,HANNANS PO,WA,Tier 3
6433,KALGOORLIE DC,WA,Tier 3
6433,KALGOORLIE PO,WA,Tier 3
6434,CUNDEELEE,WA,Tier 3
6434,FORREST,WA,Tier 3
6434,PARKESTON,WA,Tier 3
6434,RAWLINNA,WA,Tier 3
6434,ZANTHUS,WA,Tier 3
6436,MENZIES,WA,Tier 3
6436,ULARRING,WA,Tier 3
6437,LEINSTER,WA,Tier 3
6437,SIR SAMUEL,WA,Tier 3
6438,LAKE DARLOT,WA,Tier 3
6438,LEONORA,WA,Tier 3
6440,BANDYA,WA,Tier 3
6440,BEADELL,WA,Tier 3
6440,COSMO NEWBERY,WA,Tier 3
6440,LAKE WELLS,WA,Tier 3
6440,LAVERTON,WA,Tier 3
6440,NEALE,WA,Tier 3
6442,KAMBALDA EAST,WA,Tier 3
6442,KAMBALDA WEST,WA,Tier 3
6443,BALLADONIA,WA,Tier 3
6443,CAIGUNA,WA,Tier 3
6443,COCKLEBIDDY,WA,Tier 3
6443,DUNDAS,WA,Tier 3
6443,EUCLA,WA,Tier 3
6443,FRASER RANGE,WA,Tier 3
6443,HIGGINSVILLE,WA,Tier 3
6443,MADURA,WA,Tier 3
6443,MUNDRABILLA,WA,Tier 3
6443,NORSEMAN,WA,Tier 3
6443,WIDGIEMOOLTHA,WA,Tier 3
6445,NORTH CASCADE,WA,Tier 3
6445,SALMON GUMS,WA,Tier 3
6446,GRASS PATCH,WA,Tier 3
6447,LORT RIVER,WA,Tier 3
6447,MOUNT NEY,WA,Tier 3
6447,SCADDAN,WA,Tier 3
6447,WITTENOOM HILLS,WA,Tier 3
6448,GIBSON,WA,Tier 3
6450,BANDY CREEK,WA,Tier 3
6450,BEAUMONT,WA,Tier 3
6450,BOYATUP,WA,Tier 3
6450,CAPE LE GRAND,WA,Tier 3
6450,CASCADE,WA,Tier 3
6450,CASTLETOWN,WA,Tier 3
6450,CHADWICK,WA,Tier 3
6450,CONDINGUP,WA,Tier 3
6450,COOMALBIDGUP,WA,Tier 3
6450,DALYUP,WA,Tier 3
6450,EAST MUNGLINUP,WA,Tier 3
6450,ESPERANCE,WA,Tier 3
6450,HOWICK,WA,Tier 3
6450,MERIVALE,WA,Tier 3
6450,MONJINGUP,WA,Tier 3
6450,MUNGLINUP,WA,Tier 3
6450,MYRUP,WA,Tier 3
6450,NERIDUP,WA,Tier 3
6450,NULSEN,WA,Tier 3
6450,PINK LAKE,WA,Tier 3
6450,SINCLAIR,WA,Tier 3
6450,WEST BEACH,WA,Tier 3
6450,WINDABOUT,WA,Tier 3
6452,BURAMINYA,WA,Tier 3
6452,CAPE ARID,WA,Tier 3
6452,ISRAELITE BAY,WA,Tier 3
6460,GOOMALLING,WA,Tier 3
6460,HULONGINE,WA,Tier 3
6460,KARRANADGIN,WA,Tier 3
6460,UCARTY WEST,WA,Tier 3
6460,WALYORMOURING,WA,Tier 3
6461,DOWERIN,WA,Tier 3
6461,KOOMBERKINE,WA,Tier 3
6462,HINDMARSH,WA,Tier 3
6462,MINNIVALE,WA,Tier 3
6462,UCARTY,WA,Tier 3
6463,BENJABERRING,WA,Tier 3
6465,MANMANNING,WA,Tier 3
6466,CADOUX,WA,Tier 3
6467,BURAKIN,WA,Tier 3
6468,GOODLANDS,WA,Tier 3
6468,KALANNIE,WA,Tier 3
6468,PETRUDOR,WA,Tier 3
6470,KULJA,WA,Tier 3
6472,BEACON,WA,Tier 3
6472,BIMBIJY,WA,Tier 3
6472,CLEARY,WA,Tier 3
6472,KARROUN HILL,WA,Tier 3
6472,MOUROUBRA,WA,Tier 3
6472,REMLAP,WA,Tier 3
6472,TAMPU,WA,Tier 3
6473,NORTH WIALKI,WA,Tier 3
6473,WIALKI,WA,Tier 3
6475,BADGERIN ROCK,WA,Tier 3
6475,BOORALAMING,WA,Tier 3
6475,DUKIN,WA,Tier 3
6475,KOORDA,WA,Tier 3
6475,LAKE MARGARETTE,WA,Tier 3
6475,MOLLERIN,WA,Tier 3
6475,NEWCARLBEON,WA,Tier 3
6476,GABBIN,WA,Tier 3
6477,BENCUBBIN,WA,Tier 3
6477,WELBUNGIN,WA,Tier 3
6479,BARBALIN,WA,Tier 3
6479,BONNIE ROCK,WA,Tier 3
6479,DANDANNING,WA,Tier 3
6479,ELACHBUTTING,WA,Tier 3
6479,KARLONING,WA,Tier 3
6479,LAKE BROWN,WA,Tier 3
6479,MUKINBUDIN,WA,Tier 3
6479,WATTONING,WA,Tier 3
6479,WILGOYNE,WA,Tier 3
6480,NUKARNI,WA,Tier 3
6484,BULLFINCH,WA,Tier 3
6484,ENNUIN,WA,Tier 3
6484,LAKE DEBORAH,WA,Tier 3
6485,COWCOWING,WA,Tier 3
6485,KORRELOCKING,WA,Tier 3
6485,NALKAIN,WA,Tier 3
6485,NEMBUDDING,WA,Tier 3
6485,WYALKATCHEM,WA,Tier 3
6487,NORTH YELBENI,WA,Tier 3
6487,SOUTH YELBENI,WA,Tier 3
6487,YELBENI,WA,Tier 3
6488,NORTH TRAYNING,WA,Tier 3
6488,SOUTH TRAYNING,WA,Tier 3
6488,TRAYNING,WA,Tier 3
6489,KUNUNOPPIN,WA,Tier 3
6489,NORTH KUNUNOPPIN,WA,Tier 3
6489,SOUTH KUNUNOPPIN,WA,Tier 3
6490,BURRAN ROCK,WA,Tier 3
6490,CHANDLER,WA,Tier 3
6490,ELABBIN,WA,Tier 3
6490,KWELKAN,WA,Tier 3
6490,NUNGARIN,WA,Tier 3
6490,TALGOMINE,WA,Tier 3
6240,LOWDEN,WA,Tier 4
6243,WILGA,WA,Tier 4
6243,WILGA WEST,WA,Tier 4
6244,BOYUP BROOK,WA,Tier 4
6244,CHOWERUP,WA,Tier 4
6244,DINNINUP,WA,Tier 4
6244,KULIKUP,WA,Tier 4
6244,MAYANUP,WA,Tier 4
6244,SCOTTS BROOK,WA,Tier 4
6244,TONEBRIDGE,WA,Tier 4
6244,TRIGWELL,WA,Tier 4
6251,BRAZIER,WA,Tier 4
6251,KIRUP,WA,Tier 4
6251,NEWLANDS,WA,Tier 4
6252,MULLALYUP,WA,Tier 4
6253,BALINGUP,WA,Tier 4
6253,GRIMWADE,WA,Tier 4
6253,SOUTHAMPTON,WA,Tier 4
6254,GREENBUSHES,WA,Tier 4
6254,NORTH GREENBUSHES,WA,Tier 4
6255,BENJINUP,WA,Tier 4
6255,BRIDGETOWN,WA,Tier 4
6255,CATTERICK,WA,Tier 4
6255,HESTER,WA,Tier 4
6255,HESTER BROOK,WA,Tier 4
6255,KANGAROO GULLY,WA,Tier 4
6255,WINNEJUP,WA,Tier 4
6256,GLENLYNN,WA,Tier 4
6256,KINGSTON,WA,Tier 4
6256,MARANUP,WA,Tier 4
6256,SUNNYSIDE,WA,Tier 4
6256,WANDILLUP,WA,Tier 4
6256,YORNUP,WA,Tier 4
6258,BALBARRUP,WA,Tier 4
6258,DEANMILL,WA,Tier 4
6258,DIAMOND TREE,WA,Tier 4
6258,DINGUP,WA,Tier 4
6258,DIXVALE,WA,Tier 4
6258,DONNELLY RIVER,WA,Tier 4
6258,GLENORAN,WA,Tier 4
6258,JARDEE,WA,Tier 4
6258,LAKE MUIR,WA,Tier 4
6258,LINFARNE,WA,Tier 4
6258,MANJIMUP,WA,Tier 4
6258,MIDDLESEX,WA,Tier 4
6258,MORDALUP,WA,Tier 4
6258,PALGARUP,WA,Tier 4
6258,PERUP,WA,Tier 4
6258,QUINNINUP,WA,Tier 4
6258,RINGBARK,WA,Tier 4
6258,SMITH BROOK,WA,Tier 4
6258,UPPER WARREN,WA,Tier 4
6258,WILGARRUP,WA,Tier 4
6258,YANMAH,WA,Tier 4
6260,BEEDELUP,WA,Tier 4
6260,BIDDELIA,WA,Tier 4
6260,CALLCUP,WA,Tier 4
6260,CHANNYBEARUP,WA,Tier 4
6260,COLLINS,WA,Tier 4
6260,EASTBROOK,WA,Tier 4
6260,LAKE JASPER,WA,Tier 4
6260,PEERABEELUP,WA,Tier 4
6260,PEMBERTON,WA,Tier 4
6260,YEAGARUP,WA,Tier 4
6262,BOORARA BROOK,WA,Tier 4
6262,CROWEA,WA,Tier 4
6262,MEERUP,WA,Tier 4
6262,NORTHCLIFFE,WA,Tier 4
6262,SHANNON,WA,Tier 4
6262,WINDY HARBOUR,WA,Tier 4
6271,CAPEL,WA,Tier 4
6271,CAPEL RIVER,WA,Tier 4
6271,FORREST BEACH,WA,Tier 4
6271,PEPPERMINT GROVE BEACH,WA,Tier 4
6271,STIRLING ESTATE,WA,Tier 4
6275,BARRABUP,WA,Tier 4
6275,CARLOTTA,WA,Tier 4
6275,CUNDINUP,WA,Tier 4
6275,DARRADUP,WA,Tier 4
6275,EAST NANNUP,WA,Tier 4
6275,JALBARRAGUP,WA,Tier 4
6275,JARRAHWOOD,WA,Tier 4
6275,NANNUP,WA,Tier 4
6275,SCOTT RIVER EAST,WA,Tier 4
6275,YOGANUP,WA,Tier 4
6280,ABBA RIVER,WA,Tier 4
6280,ABBEY,WA,Tier 4
6280,ACTON PARK,WA,Tier 4
6280,AMBERGATE,WA,Tier 4
6280,ANNIEBROOK,WA,Tier 4
6280,BOALLIA,WA,Tier 4
6280,BOVELL,WA,Tier 4
6280,BROADWATER,WA,Tier 4
6280,BUSSELTON,WA,Tier 4
6280,CARBUNUP RIVER,WA,Tier 4
6280,CHAPMAN HILL,WA,Tier 4
6280,GEOGRAPHE,WA,Tier 4
6280,HITHERGREEN,WA,Tier 4
6280,JINDONG,WA,Tier 4
6280,KALGUP,WA,Tier 4
6280,KALOORUP,WA,Tier 4
6280,KEALY,WA,Tier 4
6280,LUDLOW,WA,Tier 4
6280,MARYBROOK,WA,Tier 4
6280,METRICUP,WA,Tier 4
6280,NORTH JINDONG,WA,Tier 4
6280,REINSCOURT,WA,Tier 4
6280,RUABON,WA,Tier 4
6280,SABINA RIVER,WA,Tier 4
6280,SIESTA PARK,WA,Tier 4
6280,TUTUNUP,WA,Tier 4
6280,VASSE,WA,Tier 4
6280,WALSALL,WA,Tier 4
6280,WEST BUSSELTON,WA,Tier 4
6280,WILYABRUP,WA,Tier 4
6280,WONNERUP,WA,Tier 4
6280,YALYALUP,WA,Tier 4
6280,YELVERTON,WA,Tier 4
6280,YOONGARILLUP,WA,Tier 4
6281,DUNSBOROUGH,WA,Tier 4
