Pcode,Locality,State,Price_Tier
6281,EAGLE BAY,WA,Tier 4
6281,NATURALISTE,WA,Tier 4
6281,QUEDJINUP,WA,Tier 4
6281,QUINDALUP,WA,Tier 4
6282,YALLINGUP,WA,Tier 4
6282,YALLINGUP SIDING,WA,Tier 4
6284,BAUDIN,WA,Tier 4
6284,COWARAMUP,WA,Tier 4
6284,GRACETOWN,WA,Tier 4
6284,TREETON,WA,Tier 4
6285,BRAMLEY,WA,Tier 4
6285,BURNSIDE,WA,Tier 4
6285,GNARABUP,WA,Tier 4
6285,MARGARET RIVER,WA,Tier 4
6285,OSMINGTON,WA,Tier 4
6285,PREVELLY,WA,Tier 4
6285,ROSA BROOK,WA,Tier 4
6285,ROSA GLEN,WA,Tier 4
6285,SCHROEDER,WA,Tier 4
6286,BORANUP,WA,Tier 4
6286,FOREST GROVE,WA,Tier 4
6286,REDGATE,WA,Tier 4
6286,WITCHCLIFFE,WA,Tier 4
6288,ALEXANDRA BRIDGE,WA,Tier 4
6288,COURTENAY,WA,Tier 4
6288,HAMELIN BAY,WA,Tier 4
6288,KARRIDALE,WA,Tier 4
6288,NILLUP,WA,Tier 4
6288,SCOTT RIVER,WA,Tier 4
6288,WARNER GLEN,WA,Tier 4
6290,AUGUSTA,WA,Tier 4
6290,DEEPDENE,WA,Tier 4
6290,EAST AUGUSTA,WA,Tier 4
6290,KUDARDUP,WA,Tier 4
6290,LEEUWIN,WA,Tier 4
6290,MOLLOY ISLAND,WA,Tier 4
6302,BADGIN,WA,Tier 4
6302,BALLADONG,WA,Tier 4
6302,BURGES,WA,Tier 4
6302,CALJIE,WA,Tier 4
6302,COLD HARBOUR,WA,Tier 4
6302,DALIAK,WA,Tier 4
6302,FLINT,WA,Tier 4
6302,FLYNN,WA,Tier 4
6302,GILGERING,WA,Tier 4
6302,GREENHILLS,WA,Tier 4
6302,GWAMBYGINE,WA,Tier 4
6302,INKPEN,WA,Tier 4
6302,KAURING,WA,Tier 4
6302,MALEBELLING,WA,Tier 4
6302,MOUNT HARDEY,WA,Tier 4
6302,MOUNT OBSERVATION,WA,Tier 4
6302,NARRALOGGAN,WA,Tier 4
6302,QUELLINGTON,WA,Tier 4
6302,ST RONANS,WA,Tier 4
6302,TALBOT,WA,Tier 4
6302,TALBOT WEST,WA,Tier 4
6302,WILBERFORCE,WA,Tier 4
6302,YORK,WA,Tier 4
6304,BALLY BALLY,WA,Tier 4
6304,BEVERLEY,WA,Tier 4
6304,DALE,WA,Tier 4
6304,EAST BEVERLEY,WA,Tier 4
6304,KOKEBY,WA,Tier 4
6304,MORBINNING,WA,Tier 4
6304,WESTDALE,WA,Tier 4
6306,ALDERSYDE,WA,Tier 4
6306,BROOKTON,WA,Tier 4
6306,BULYEE,WA,Tier 4
6306,JELCOBINE,WA,Tier 4
6306,KWEDA,WA,Tier 4
6308,CODJATOTINE,WA,Tier 4
6308,DWARDA,WA,Tier 4
6308,EAST PINGELLY,WA,Tier 4
6308,GILLIMANNING,WA,Tier 4
6308,HASTINGS,WA,Tier 4
6308,PINGELLY,WA,Tier 4
6308,PUMPHREYS BRIDGE,WA,Tier 4
6308,SPRINGS,WA,Tier 4
6308,WANDERING,WA,Tier 4
6308,WEST PINGELLY,WA,Tier 4
6309,EAST POPANYINNING,WA,Tier 4
6309,POPANYINNING,WA,Tier 4
6309,STRATHERNE,WA,Tier 4
6309,WEST POPANYINNING,WA,Tier 4
6311,COMMODINE,WA,Tier 4
6311,CONTINE,WA,Tier 4
6311,CUBALLING,WA,Tier 4
6311,DRYANDRA,WA,Tier 4
6311,LOL GRAY,WA,Tier 4
6311,TOWNSENDALE,WA,Tier 4
6311,WARDERING,WA,Tier 4
6311,YORNANING,WA,Tier 4
6312,BOUNDAIN,WA,Tier 4
6312,DUMBERNING,WA,Tier 4
6312,HILLSIDE,WA,Tier 4
6312,MINIGIN,WA,Tier 4
6312,NARROGIN,WA,Tier 4
6312,NARROGIN VALLEY,WA,Tier 4
6312,NOMANS LAKE,WA,Tier 4
6312,TOOLIBIN,WA,Tier 4
6312,YILLIMINNING,WA,Tier 4
6313,HIGHBURY,WA,Tier 4
6315,ARTHUR RIVER,WA,Tier 4
6315,BALLAYING,WA,Tier 4
6315,CANCANNING,WA,Tier 4
6315,COLLANILLING,WA,Tier 4
6315,DONGOLOCKING,WA,Tier 4
6315,GUNDARING,WA,Tier 4
6315,JALORAN,WA,Tier 4
6315,LIME LAKE,WA,Tier 4
6315,MINDING,WA,Tier 4
6315,PIESSEVILLE,WA,Tier 4
6315,WAGIN,WA,Tier 4
6315,WEDGECARRUP,WA,Tier 4
6316,BOYERINE,WA,Tier 4
6316,CARTMETICUP,WA,Tier 4
6316,GLENCOE,WA,Tier 4
6316,KENMARE,WA,Tier 4
6316,WESTWOOD,WA,Tier 4
6316,WOODANILLING,WA,Tier 4
6317,BADGEBUP,WA,Tier 4
6317,BULLOCK HILLS,WA,Tier 4
6317,CARROLUP,WA,Tier 4
6317,COBLININE,WA,Tier 4
6317,COYRECUP,WA,Tier 4
6317,DATATINE,WA,Tier 4
6317,EWLYAMARTUP,WA,Tier 4
6317,KATANNING,WA,Tier 4
6317,MARRACOONDA,WA,Tier 4
6317,MOOJEBING,WA,Tier 4
6317,MURDONG,WA,Tier 4
6317,PINWERNYING,WA,Tier 4
6317,SOUTH DATATINE,WA,Tier 4
6317,SOUTH GLENCOE,WA,Tier 4
6530,GERALDTON,WA,Tier 4
6530,HOUTMAN ABROLHOS,WA,Tier 4
6530,KARLOO,WA,Tier 4
6530,MAHOMETS FLATS,WA,Tier 4
6530,MERU,WA,Tier 4
6530,MORESBY,WA,Tier 4
6530,MOUNT TARCOOLA,WA,Tier 4
6530,RANGEWAY,WA,Tier 4
6530,SPALDING,WA,Tier 4
6530,STRATHALBYN,WA,Tier 4
6530,SUNSET BEACH,WA,Tier 4
6530,TARCOOLA BEACH,WA,Tier 4
6530,UTAKARRA,WA,Tier 4
6530,WAGGRAKINE,WA,Tier 4
6530,WANDINA,WA,Tier 4
6530,WEBBERTON,WA,Tier 4
6530,WEST END,WA,Tier 4
6530,WONTHELLA,WA,Tier 4
6530,WOORREE,WA,Tier 4
6531,GERALDTON PO,WA,Tier 4
6532,AJANA,WA,Tier 4
6532,BINNU,WA,Tier 4
6532,BOOTENAL,WA,Tier 4
6532,BRINGO,WA,Tier 4
6532,BULLER,WA,Tier 4
6532,BURMA ROAD,WA,Tier 4
6532,CAPE BURNEY,WA,Tier 4
6532,CARRARANG,WA,Tier 4
6532,COBURN,WA,Tier 4
6532,COOLCALALAYA,WA,Tier 4
6532,DARTMOOR,WA,Tier 4
6532,DEEPDALE,WA,Tier 4
6532,DINDILOA,WA,Tier 4
6532,DRUMMOND COVE,WA,Tier 4
6532,DURAWAH,WA,Tier 4
6532,EAST CHAPMAN,WA,Tier 4
6532,EAST NABAWA,WA,Tier 4
6532,EAST YUNA,WA,Tier 4
6532,ELLENDALE,WA,Tier 4
6532,ERADU,WA,Tier 4
6532,ERADU SOUTH,WA,Tier 4
6532,EURARDY,WA,Tier 4
6532,GEORGINA,WA,Tier 4
6532,GLENFIELD,WA,Tier 4
6532,GREENOUGH,WA,Tier 4
6532,HAMELIN POOL,WA,Tier 4
6532,HICKETY,WA,Tier 4
6532,HOWATHARRA,WA,Tier 4
6532,KOJARENA,WA,Tier 4
6532,MARRAH,WA,Tier 4
6532,MEADOW,WA,Tier 4
6532,MINNENOOKA,WA,Tier 4
6532,MOONYOONOOKA,WA,Tier 4
6532,MOUNT ERIN,WA,Tier 4
6532,NABAWA,WA,Tier 4
6532,NANSON,WA,Tier 4
6532,NARALING,WA,Tier 4
6532,NARNGULU,WA,Tier 4
6532,NARRA TARRA,WA,Tier 4
6532,NERREN NERREN,WA,Tier 4
6532,NOLBA,WA,Tier 4
6532,NORTH ERADU,WA,Tier 4
6532,NORTHERN GULLY,WA,Tier 4
6532,OAKAJEE,WA,Tier 4
6532,ROCKWELL,WA,Tier 4
6532,RUDDS GULLY,WA,Tier 4
6532,SANDSPRINGS,WA,Tier 4
6532,SOUTH YUNA,WA,Tier 4
6532,TAMALA,WA,Tier 4
6532,TIBRADDEN,WA,Tier 4
6532,TOOLONGA,WA,Tier 4
6532,VALENTINE,WA,Tier 4
6532,WANDANA,WA,Tier 4
6532,WEST BINNU,WA,Tier 4
6532,WHITE PEAK,WA,Tier 4
6532,WICHERINA,WA,Tier 4
6532,WICHERINA SOUTH,WA,Tier 4
6532,YETNA,WA,Tier 4
6532,YUNA,WA,Tier 4
6535,ALMA,WA,Tier 4
6535,BOWES,WA,Tier 4
6535,EAST BOWES,WA,Tier 4
6535,GREGORY,WA,Tier 4
6535,HORROCKS,WA,Tier 4
6535,ISSEKA,WA,Tier 4
6535,NORTHAMPTON,WA,Tier 4
6535,OGILVIE,WA,Tier 4
6535,SANDY GULLY,WA,Tier 4
6535,YALLABATHARRA,WA,Tier 4
6536,KALBARRI,WA,Tier 4
6536,KALBARRI NATIONAL PARK,WA,Tier 4
6536,ZUYTDORP,WA,Tier 4
6537,DENHAM,WA,Tier 4
6537,DIRK HARTOG ISLAND,WA,Tier 4
6537,FRANCOIS PERON NATIONAL PARK,WA,Tier 4
6537,MONKEY MIA,WA,Tier 4
6537,NANGA,WA,Tier 4
6537,SHARK BAY,WA,Tier 4
6537,USELESS LOOP,WA,Tier 4
6556,BEECHINA,WA,Tier 4
6556,CHIDLOW,WA,Tier 4
6556,GORRIE,WA,Tier 4
6556,MALMALLING,WA,Tier 4
6556,THE LAKES,WA,Tier 4
6558,WOOROLOO,WA,Tier 4
6560,WUNDOWIE,WA,Tier 4
6562,BAKERS HILL,WA,Tier 4
6562,COPLEY,WA,Tier 4
6562,WOOTTATING,WA,Tier 4
6564,CLACKLINE,WA,Tier 4
6566,BEJOORDING,WA,Tier 4
6566,COONDLE,WA,Tier 4
6566,CULHAM,WA,Tier 4
6566,DUMBARTON,WA,Tier 4
6566,HODDYS WELL,WA,Tier 4
6566,KATRINE,WA,Tier 4
6566,NUNILE,WA,Tier 4
6566,TOODYAY,WA,Tier 4
6566,WEST TOODYAY,WA,Tier 4
6567,DEWARS POOL,WA,Tier 4
6567,JULIMAR,WA,Tier 4
6567,MOONDYNE,WA,Tier 4
6568,BOLGART,WA,Tier 4
6568,WATTENING,WA,Tier 4
6568,WYENING,WA,Tier 4
6569,CALINGIRI,WA,Tier 4
6569,CARANI,WA,Tier 4
6569,OLD PLAINS,WA,Tier 4
6571,YERECOIN,WA,Tier 4
6572,PIAWANING,WA,Tier 4
6574,BINDI BINDI,WA,Tier 4
6574,GABALONG,WA,Tier 4
6575,MILING,WA,Tier 4
6501,MUCHEA,WA,Tier 4
6502,BINDOON,WA,Tier 4
6502,BINDOON TRAINING AREA,WA,Tier 4
6503,BAMBUN,WA,Tier 4
6503,BEERMULLAH,WA,Tier 4
6503,BOONANARRING,WA,Tier 4
6503,BREERA,WA,Tier 4
6503,COONABIDGEE,WA,Tier 4
6503,COWALLA,WA,Tier 4
6503,CULLALLA,WA,Tier 4
6503,GINGIN,WA,Tier 4
6503,GINGINUP,WA,Tier 4
6503,GRANVILLE,WA,Tier 4
6503,LENNARD BROOK,WA,Tier 4
6503,MINDARRA,WA,Tier 4
6503,MOONDAH,WA,Tier 4
6503,MOORE RIVER NATIONAL PARK,WA,Tier 4
6503,MUCKENBURRA,WA,Tier 4
6503,NEERGABBY,WA,Tier 4
6503,ORANGE SPRINGS,WA,Tier 4
6503,RED GULLY,WA,Tier 4
6503,WANERIE,WA,Tier 4
6503,YEAL,WA,Tier 4
6504,MOOLIABEENEE,WA,Tier 4
6505,WANNAMAL,WA,Tier 4
6506,MOGUMBER,WA,Tier 4
6507,CATABY,WA,Tier 4
6507,COOLJARLOO,WA,Tier 4
6507,DANDARAGAN,WA,Tier 4
6507,MIMEGARRA,WA,Tier 4
6507,REGANS FORD,WA,Tier 4
6507,YATHROO,WA,Tier 4
6509,GLENTROMIE,WA,Tier 4
6509,NEW NORCIA,WA,Tier 4
6509,WADDINGTON,WA,Tier 4
6509,YARAWINDAH,WA,Tier 4
6510,BARBERTON,WA,Tier 4
6510,BERKSHIRE VALLEY,WA,Tier 4
6510,GILLINGARRA,WA,Tier 4
6510,KOOJAN,WA,Tier 4
6510,MOORA,WA,Tier 4
6510,WALEBING,WA,Tier 4
6511,CERVANTES,WA,Tier 4
6512,COOMBERDALE,WA,Tier 4
6512,NAMBAN,WA,Tier 4
6513,GUNYIDI,WA,Tier 4
6513,WATHEROO,WA,Tier 4
6514,GREEN HEAD,WA,Tier 4
6514,LEEMAN,WA,Tier 4
6515,COOROW,WA,Tier 4
6515,EGANU,WA,Tier 4
6515,MARCHAGEE,WA,Tier 4
6515,WADDY FOREST,WA,Tier 4
6516,JURIEN BAY,WA,Tier 4
6517,CARNAMAH,WA,Tier 4
6518,ENEABBA,WA,Tier 4
6518,WARRADARGE,WA,Tier 4
6519,ARRINO,WA,Tier 4
6519,ARROWSMITH EAST,WA,Tier 4
6519,DUDAWA,WA,Tier 4
6519,KADATHINNI,WA,Tier 4
6519,THREE SPRINGS,WA,Tier 4
6519,WOMARDEN,WA,Tier 4
6521,BADGINGARRA,WA,Tier 4
6521,BOOTHENDARRA,WA,Tier 4
6521,GREY,WA,Tier 4
6521,HILL RIVER,WA,Tier 4
6521,NAMBUNG,WA,Tier 4
6522,BUNDANOON,WA,Tier 4
6522,HOLMWOOD,WA,Tier 4
6522,IKEWA,WA,Tier 4
6522,LOCKIER,WA,Tier 4
6522,MINGENEW,WA,Tier 4
6522,MOORIARY,WA,Tier 4
6522,MOUNT BUDD,WA,Tier 4
6522,NANGETTY,WA,Tier 4
6522,YANDANOOKA,WA,Tier 4
6522,YARRAGADEE,WA,Tier 4
6525,ALLANOOKA,WA,Tier 4
6525,ARROWSMITH,WA,Tier 4
6525,BONNIEFIELD,WA,Tier 4
6525,BOOKARA,WA,Tier 4
6525,DONGARA,WA,Tier 4
6525,IRWIN,WA,Tier 4
6525,MILO,WA,Tier 4
6525,MOUNT ADAMS,WA,Tier 4
6525,MOUNT HORNER,WA,Tier 4
6525,PORT DENISON,WA,Tier 4
6525,SPRINGFIELD,WA,Tier 4
6525,YARDARINO,WA,Tier 4
6528,MOUNT HILL,WA,Tier 4
6528,SOUTH GREENOUGH,WA,Tier 4
6528,WALKAWAY,WA,Tier 4
6530,BEACHLANDS,WA,Tier 4
6530,BERESFORD,WA,Tier 4
6530,BLUFF POINT,WA,Tier 4
6603,KONNONGORRING,WA,Tier 4
6603,LAKE HINDS,WA,Tier 4
6603,LAKE NINAN,WA,Tier 4
6603,MOCARDY,WA,Tier 4
6603,WONGAN HILLS,WA,Tier 4
6605,KONDUT,WA,Tier 4
6606,BALLIDU,WA,Tier 4
6606,EAST BALLIDU,WA,Tier 4
6606,WEST BALLIDU,WA,Tier 4
6608,EAST DAMBORING,WA,Tier 4
6608,MARNE,WA,Tier 4
6608,PITHARA,WA,Tier 4
6609,DALWALLINU,WA,Tier 4
6609,NUGADONG,WA,Tier 4
6609,XANTIPPE,WA,Tier 4
6612,JIBBERDING,WA,Tier 4
6612,MIAMOON,WA,Tier 4
6612,PAYNES FIND,WA,Tier 4
6612,WUBIN,WA,Tier 4
6613,BUNTINE,WA,Tier 4
6614,MAYA,WA,Tier 4
6616,LATHAM,WA,Tier 4
6620,BUNJIL,WA,Tier 4
6620,PERENJORI,WA,Tier 4
6620,ROTHSAY,WA,Tier 4
6623,BOWGADA,WA,Tier 4
6623,GUTHA,WA,Tier 4
6623,KOOLANOOKA,WA,Tier 4
6623,MORAWA,WA,Tier 4
6623,PINTHARUKA,WA,Tier 4
6625,MERKANOOKA,WA,Tier 4
6627,CANNA,WA,Tier 4
6628,TARDUN,WA,Tier 4
6630,DEVILS CREEK,WA,Tier 4
6630,MULLEWA,WA,Tier 4
6630,MURCHISON,WA,Tier 4
6630,NERRAMYNE,WA,Tier 4
6630,NUNIERRA,WA,Tier 4
6630,WEST CASUARINAS,WA,Tier 4
6630,WONGOONDY,WA,Tier 4
6630,WOOLGORONG,WA,Tier 4
6631,PINDAR,WA,Tier 4
6632,AMBANIA,WA,Tier 4
6632,TENINDEWA,WA,Tier 4
6635,SOUTH MURCHISON,WA,Tier 4
6635,YALGOO,WA,Tier 4
6638,COOLADAR HILL,WA,Tier 4
6638,DAGGAR HILLS,WA,Tier 4
6638,MOUNT MAGNET,WA,Tier 4
6638,PAYNESVILLE,WA,Tier 4
6639,SANDSTONE,WA,Tier 4
6640,CUE,WA,Tier 4
6640,EAST MURCHISON,WA,Tier 4
6640,LAKE AUSTIN,WA,Tier 4
6640,REEDY,WA,Tier 4
6640,WELD RANGE,WA,Tier 4
6642,ANGELO RIVER,WA,Tier 4
6642,CAPRICORN,WA,Tier 4
6642,KARALUNDI,WA,Tier 4
6642,KUMARINA,WA,Tier 4
6642,MEEKATHARRA,WA,Tier 4
6642,PEAK HILL,WA,Tier 4
6646,LAKE CARNEGIE,WA,Tier 4
6646,LITTLE SANDY DESERT,WA,Tier 4
6646,WILUNA,WA,Tier 4
4680,Calliope,QLD,Tier 4
4718,Moura,QLD,Tier 4
6318,BROOMEHILL,WA,Tier 5
6318,BROOMEHILL EAST,WA,Tier 5
6318,BROOMEHILL VILLAGE,WA,Tier 5
6318,BROOMEHILL WEST,WA,Tier 5
6320,BOBALONG,WA,Tier 5
6320,BORDERDALE,WA,Tier 5
6320,DARTNALL,WA,Tier 5
6320,LAKE TOOLBRUNUP,WA,Tier 5
6320,MOONIES HILL,WA,Tier 5
6320,TAMBELLUP,WA,Tier 5
6320,WANSBROUGH,WA,Tier 5
6321,CRANBROOK,WA,Tier 5
6322,TENTERDEN,WA,Tier 5
6323,KENDENUP,WA,Tier 5
6324,DENBARKER,WA,Tier 5
6324,FOREST HILL,WA,Tier 5
6324,MOUNT BARKER,WA,Tier 5
6324,PERILLUP,WA,Tier 5
6324,PORONGURUP,WA,Tier 5
6324,SOUTH STIRLING,WA,Tier 5
6324,TAKALARUP,WA,Tier 5
6324,WOOGENELLUP,WA,Tier 5
6326,NARRIKUP,WA,Tier 5
6327,REDMOND,WA,Tier 5
6327,REDMOND WEST,WA,Tier 5
6328,CHEYNES,WA,Tier 5
6328,GNOWELLEN,WA,Tier 5
6328,GREEN RANGE,WA,Tier 5
6328,KOJANEERUP SOUTH,WA,Tier 5
6328,MANYPEAKS,WA,Tier 5
6328,METTLER,WA,Tier 5
6328,PALMDALE,WA,Tier 5
6328,WELLSTEAD,WA,Tier 5
6701,BABBAGE ISLAND,WA,Tier 5
6701,BERNIER ISLAND,WA,Tier 5
6701,BROCKMAN,WA,Tier 5
6701,BROWN RANGE,WA,Tier 5
6701,CARBLA,WA,Tier 5
6701,CARNARVON,WA,Tier 5
6701,CORAL BAY,WA,Tier 5
6701,DORRE ISLAND,WA,Tier 5
6701,EAST CARNARVON,WA,Tier 5
6701,GILROYD,WA,Tier 5
6701,GREYS PLAIN,WA,Tier 5
6701,INGGARDA,WA,Tier 5
6701,KENNEDY RANGE,WA,Tier 5
6701,KINGSFORD,WA,Tier 5
6701,LYNDON,WA,Tier 5
6701,MACLEOD,WA,Tier 5
6701,MASSEY BAY,WA,Tier 5
6701,MINILYA,WA,Tier 5
6701,MORGANTOWN,WA,Tier 5
6701,NINGALOO,WA,Tier 5
6701,NORTH PLANTATIONS,WA,Tier 5
6701,SOUTH CARNARVON,WA,Tier 5
6701,SOUTH PLANTATIONS,WA,Tier 5
6701,TALISKER,WA,Tier 5
6701,WOODLEIGH,WA,Tier 5
6701,WOORAMEL,WA,Tier 5
6701,YALARDY,WA,Tier 5
6701,YANDOO CREEK,WA,Tier 5
6705,EAST LYONS RIVER,WA,Tier 5
6705,GASCOYNE JUNCTION,WA,Tier 5
6705,GASCOYNE RIVER,WA,Tier 5
6705,WEST LYONS RIVER,WA,Tier 5
6707,CAPE RANGE NATIONAL PARK,WA,Tier 5
6707,EXMOUTH,WA,Tier 5
6707,EXMOUTH GULF,WA,Tier 5
6707,LEARMONTH,WA,Tier 5
6707,NORTH WEST CAPE,WA,Tier 5
6710,CANE,WA,Tier 5
6710,ONSLOW,WA,Tier 5
6710,PEEDAMULLA,WA,Tier 5
6710,TALANDJI,WA,Tier 5
6710,YANNARIE,WA,Tier 5
6711,THEVENARD ISLAND,WA,Tier 5
6712,BARROW ISLAND,WA,Tier 5
6713,DAMPIER,WA,Tier 5
6713,DAMPIER ARCHIPELAGO,WA,Tier 5
6714,ANTONYMYRE,WA,Tier 5
6714,BALLA BALLA,WA,Tier 5
6714,BAYNTON,WA,Tier 5
6714,BULGARRA,WA,Tier 5
6714,BURRUP,WA,Tier 5
6714,CLEAVERVILLE,WA,Tier 5
6714,COOYA POOYA,WA,Tier 5
6714,GAP RIDGE,WA,Tier 5
6714,GNOOREA,WA,Tier 5
6714,KARRATHA,WA,Tier 5
6714,KARRATHA INDUSTRIAL ESTATE,WA,Tier 5
6714,MAITLAND,WA,Tier 5
6714,MARDIE,WA,Tier 5
6714,MILLARS WELL,WA,Tier 5
6714,MOUNT ANKETELL,WA,Tier 5
6714,MULATAGA,WA,Tier 5
6714,NICKOL,WA,Tier 5
6714,PEGS CREEK,WA,Tier 5
6714,SHERLOCK,WA,Tier 5
6714,STOVE HILL,WA,Tier 5
6716,FORTESCUE,WA,Tier 5
6716,HAMERSLEY RANGE,WA,Tier 5
6716,MILLSTREAM,WA,Tier 5
6716,PANNAWONICA,WA,Tier 5
6718,ROEBOURNE,WA,Tier 5
6718,WHIM CREEK,WA,Tier 5
6720,COSSACK,WA,Tier 5
6720,POINT SAMSON,WA,Tier 5
6720,WICKHAM,WA,Tier 5
6721,INDEE,WA,Tier 5
6721,MUNDABULLANGANA,WA,Tier 5
6721,PARDOO,WA,Tier 5
6721,PORT HEDLAND,WA,Tier 5
6721,REDBANK,WA,Tier 5
6721,STRELLEY,WA,Tier 5
6721,WALLAREENYA,WA,Tier 5
6721,WEDGEFIELD,WA,Tier 5
6722,BOODARIE,WA,Tier 5
6722,DE GREY,WA,Tier 5
6722,FINUCANE,WA,Tier 5
6722,PIPPINGARRA,WA,Tier 5
6722,SOUTH HEDLAND,WA,Tier 5
6725,BILINGURR,WA,Tier 5
6725,BROOME,WA,Tier 5
6725,DAMPIER PENINSULA,WA,Tier 5
6725,DJUGUN,WA,Tier 5
6725,EIGHTY MILE BEACH,WA,Tier 5
6725,GINGERAH,WA,Tier 5
6725,LAGRANGE,WA,Tier 5
6725,MINYIRR,WA,Tier 5
6725,ROEBUCK,WA,Tier 5
6725,WATERBANK,WA,Tier 5
6726,CABLE BEACH,WA,Tier 5
6728,CAMBALLIN,WA,Tier 5
6728,DERBY,WA,Tier 5
6728,GEEGULLY CREEK,WA,Tier 5
6728,KIMBOLTON,WA,Tier 5
6728,KING LEOPOLD RANGES,WA,Tier 5
6728,MEDA,WA,Tier 5
6728,ST GEORGE RANGES,WA,Tier 5
6728,WILLARE,WA,Tier 5
6731,COCKATOO ISLAND,WA,Tier 5
6733,KOOLAN ISLAND,WA,Tier 5
6740,DRYSDALE RIVER,WA,Tier 5
6740,KALUMBURU,WA,Tier 5
6740,MITCHELL PLATEAU,WA,Tier 5
6740,OOMBULGURRI,WA,Tier 5
6740,PRINCE REGENT RIVER,WA,Tier 5
6740,WYNDHAM,WA,Tier 5
6743,CAMBRIDGE GULF,WA,Tier 5
6743,DURACK,WA,Tier 5
6743,GIBB,WA,Tier 5
6743,KUNUNURRA,WA,Tier 5
6743,LAKE ARGYLE,WA,Tier 5
6743,WARMUN,WA,Tier 5
6751,CHICHESTER,WA,Tier 5
6751,INNAWANGA,WA,Tier 5
6751,JUNA DOWNS,WA,Tier 5
6751,KARIJINI,WA,Tier 5
6751,MOUNT SHEILA,WA,Tier 5
6751,MULGA DOWNS,WA,Tier 5
6751,NANUTARRA,WA,Tier 5
6751,ROCKLEA,WA,Tier 5
6751,TOM PRICE,WA,Tier 5
6751,WITTENOOM,WA,Tier 5
6753,NEWMAN,WA,Tier 5
6754,PARABURDOO,WA,Tier 5
6758,NULLAGINE,WA,Tier 5
6760,MARBLE BAR,WA,Tier 5
6762,TELFER,WA,Tier 5
6765,FITZROY CROSSING,WA,Tier 5
6765,MOUNT HARDMAN,WA,Tier 5
6770,HALLS CREEK,WA,Tier 5
6770,MCBEATH,WA,Tier 5
6770,MUELLER RANGES,WA,Tier 5
6770,ORD RIVER,WA,Tier 5
6770,PURNULULU,WA,Tier 5
6770,STURT CREEK,WA,Tier 5
6770,TANAMI,WA,Tier 5
6798,CHRISTMAS ISLAND,WA,Tier 5
6799,HOME ISLAND COCOS (KEELING) ISLANDS,WA,Tier 5
6799,WEST ISLAND COCOS (KEELING) ISLANDS,WA,Tier 5
